id,fuente,dieta_heuristica,video_id,package,url,texto_proc,sentimiento,pred
Ugwb0lg0lEdBz3NXzfl4AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,"sascha ojalá puedar ayudar yo con uno duda sobre el distribución de comida . estar ayudar a mi esposo en su proceso de pérdida de grasa ( si alguien más poder ayudar yo o sascha ya hablar de este en alguno otro video él agradecerar su comentario ) . en tu video comentar que el mejor hora para ingerir carbohidrato ser por el mañana y justo después del entrenamiento , y que si ser uno persona que aumentar fácilmente de peso con él , ser mejor evitar él en el último comida , sin embargo , el único momento del día en que mi esposo poder ejercitar él ser en el noche ( entre 8 y 9 pm aproximadamente ) . entonces , ¿ qué deber hacer ? el manera que él hacer ahorita ser que cenar como a el 5 pm ( cuando él llegar del trabajo a casa ) y después del entrenamiento tomar uno batido de proteína , pero no_estar no_seguro no_si ser él correcto . pensar en el posibilidad de intercambiar el ejercicio con el cena , pero yo preguntar ¿ qué poder ingerir antes del entrenamiento para tener suficiente energía y aguantar hasta el último comida después ? ya que el lunch él tomar como a el 12 pm y después uno snack antes de llegar a casa . ¿ ser bueno comer alguno carbohidrato cuando él llegar a casa , entrenar , y en el cena solo ingerir uno proteína , grasa saludable y vegetal ? gracias por todo tu video ! ! ser increíble .",neg,neu
UgxqW6lF0LZ6ZBPjn-F4AaABAg,youtube,sin_dieta,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,"doctor yo estar ayunamdo hacer tres semana y yo detectar hacer como 5 año yo diabetis tipo 2 y no_yo no_tomar no_el pastilla ni locar pq yo acabar el estomago yo yo sentir mas mal cuando tomar el meformina y él decir a el medico que el tomo y no_tomar no_nada no_y yo decir que estabien hahahaha dar no_como no_comida no_chatarra no_consumo no_ningun no_producto lacteo ninguno , como mucho mesclado , cocino con aceite de oliva y él echo bien poco , como dulce sin harina sin leche y sin azucar yo hacer uno galleta y cukis delicioso ? como arroz pero no_todo no_el no_dia hacer mucho comida variado pero todo él hacer natural en fin yo estar cuudar mucho ahhh por el mañana monto bicicleta 2 hora tegreso a el casa y preparar mi almuerzo y de mi marido , despues de almuerzo yo quedar tranquilo y relajada medio hora y a el media hora yo ir a caminar uno hora y medio despues salgo denuevo en bicicleta a el 7 de el noche y regreso a el 9 a el casa yo ducho mirar uno poco el tele y a el 11 de el noche yo dormir hasta el otro dia y no_ir no_a no_desayunar mas no_en no_mi no_vida al no_ser no_que no_enfer yo y tener que tomar algun medicamento , tambie deje de fumar , no_yo no_gustar no_el alkohol , y me siento super bien bajamdo de peso poco a poco me engorde 15 kilo de mas y ya he bajar ya tres kilo en 5 semanas   : :   : :   : :   : :   : :   : :   : :",neu,neg
UgwwN1Ck1hc_kPG4rNp4AaABAg,youtube,ayuno,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,"haber ayunar por 7 dia , solo agua . él haber hacer varios vez y todo bien . el primero 48 hrs dar hambre normal , pero pasar ese hora el cuerpo comenzar a alimentar él de el reserva y el hambre él ir . despu sentir hambre pero a el hora normal que acostumbrar comer y ser por uno minuto . ser el cuerpo pedir comida , y si no_él no_dar no_pues seguir el proceso de consumir reserva . asi él ir y si llegar el momento en que consumir todo el reserva ahi volver el hambre que habia al puro inicio , en el primero 48 hrs . en ese punto comenzaria a consumir el organo vital y pues ya ahi no_habrio no_vuelta no_atra , el persona moririo . pero mientras él consumar solo el reserva pues no_haber no_problema no_. recomendar el libro , el ayuno ser salud de el doctora lee bueno . segun este doctora él descubrir que durante uno ayuno total y por mucho tiempo , el cuerpo consumir el reserva pero en ese reserva tambien consumir otro cosa como por ejemplo tumor etc. ojo el reserva de cada persona ser diferente , por él que el aguante de ayuno variar en cada persona . como decir el dr. ahi ser bueno consultar con tu medico conocerte bien , para saber cuanto dia poder ayunar sin problema . saludo y gracia por el video .",neg,neu
UgzOYhcmxNpWoEW6asB4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"yo haber hacer ayuno intermitente hacer 9 año y hacer uno vez al mes 96 hora y ser de él mejor ! entre más hora más energía , el parte cognitivo mejor cada hora , y el inflamación cero , pero el mayoría de tiempo hacer ayuno de 20 hora a 22 hora ese si tocar mantener el mineral sodio , magnesio y potasio , y realizar entrenamiento adecuado , el hidratación ser mucho , mucho importante pero que el orina salir amarillo clarito no_blanco no_, no_descanso adecuadamente y cuando él romper que ser mucho importante con fibra , proteína y grasa saludable procurar no_carbohidrato no_si no_haber carbohidrato preferiblemente fruta como el arándano . también hacer ayuno de cafeína por ejemplo llevar don mes y medio sin cafeína , y de mucho cosa ayuno de red social el ayuno en todo el aspecto de vida ser de él mejor .   : :   : :   : :   tener 50 año y mi piel hermoso , mi cuerpo fuerte , hacer entrenamiento avanzado y hacer calistenia lastrado , hitt , pesa , ruso mejor dicho el ayuno inteligente ser mucho bueno estar entrenamiento avanzado y pre menopausia y no_yo no_haber no_dar ninguno síntoma entonces algo marvilloso , salud , vida , energía , fuerza , dominio propio , fuerza de voluntad y belleza ese él dar el ayuno",neg,neu
UgyzttBSRxSS8sN9hcN4AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,"hola sascha ! ! ! ! tú agradecer tanto todo el ayuda que yo dar ; yo querer preguntar tú algo que ser mas especifico , mi novio y yo trabajar todo el noche ( él caminar hacia su trabajo y yo trabajar en casa)en el computadora y casi todo nuestro actividad él hacer de noche ( estudiar , trabajar incluso limpiar ) todo porque el trabajo ser él que yo poner en ese posición así que dormir de día y a el tarde hacer alguno actividad dentro o fuera de casa salvo por fuerza mayor despertar temprano de día osea : actividad casi todo en el computadora , ir al gym siempre después de el 19:00 , hacer actividad como ( pinpon , pool , caminar , siesta a veces bici , ver tv , leer por el tarde después de despertar ) , dormir a el 07:00 y despertar a el 15:00 en promedio . qué ser él que yo poder ayudar a activar mas o qué debeer cambiar para mejorar ? ( este mas para mi que yo estar en plan de perdida de peso con metabolismo lento y él para mantener adema que tener uno metabolismo que a envidia ) esperar puedas tener uno tiempito para sugerir yo algo mas bendiciones sascha tú querer mucho mil beso a tú y a tu bebas que ser maravillosamente hermoso ! ! ! ! ! !",pos,neu
UgwNmUwl16SqJ9OzZ7l4AaABAg,youtube,sin_dieta,1GNUgHeO9-g,,https://www.youtube.com/watch?v=1GNUgHeO9-g,"excelente información sadghuru ... : :   desde niña rechazar el carne de res , no_él no_consumía no_, cuando llegar a hacer yo tratar de medicina bioenergético , yo llegar el información que de acuerdo a mi grupo sanguíneo , no_venir no_a no_comer nada de carne vacuna ni pollo , solo fruta y verdura y él amar   : :   además el desparasitant que él aplicar a el vaca , no_alcanzar no_a no_salir de su cuerpo , y el persona que él consumir él envenenar con este . y cuando él comar carne de animal él estar en el mismo vibración de él . ser comer cadáver , el adrenalina que él generar cuando ir a ser sacrificar ese también envenenar el cuerpo humano , el persona que consumir carne ser agresivo , envejecido , tener mucho cana en el cabello porque haber demasiado ácido en el organismo , tener 64 año y no_ser no_canoso no_, ser saludable , sensible y mucho perceptivo . adema a el pollo en el ala él aplicar mucho hormona . gracias sadghuru por enseñar a aprender a desaprender ... todo ese ignorancia que traer de nuestro ancestro y del sistema que yo imponer uno estilo de vida no_saludable no_... no_con infinito .. amor ... gratitud .. respecto ... tú enviar abrazo .. de luz ... y vida .. : :   : :   : :   : :   : :   : :   : :",neg,neu
UgykgDEhe743W-PuUVp4AaABAg,youtube,flexible,CCdZZeRH8II,,https://www.youtube.com/watch?v=CCdZZeRH8II,"* consejo de alguien que estudiar uno ingeniería :* recordar cambiar el símbolo en el ecuación si su objetivo ser subir de peso . 1 ) él deber _ sumar _ el porcentaje que obtener al principio a el cantidad de kilocaloría al día que ya calcular previamente para que obtener el cantidad que deber consumir . 2 ) en el caso de el macros , específicamente el hidrato de carbono ( hc ) deber dejar el símbolo de _ menos _ en el formula que aparecer en el video y sumar él con el cantidad que él haber dar el proteína ( p ) y el grasa ( g ) en el paso anterior , para obtener el resultado correcto . 3 ) uno vez que haber hacer todo el cálculo visto en el video , tómense el tarea de rectificar , sumir el total de kilocaloría repartido entre el hidrato de carbono ( hc ) el grasa ( g ) y el proteína , y si el resultado de el suma ser igual a el cantidad de kcals que deber consumir ( que ya deber haber calcular previamente con el cambio que dejar en claro ) , entonces su cuenta estar correcto . esperar haberme explicar bien , yo también tener cierto problema con mi cálculo , ya que estar seguir al pie de el letra él que él mostrar en el video . uno saludo .",neu,neg
Ugy_cV6ms0DfllqH3ZB4AaABAg,youtube,sin_dieta,xL8Ct-PYrJw,,https://www.youtube.com/watch?v=xL8Ct-PYrJw,"has decir que el deterioro del planeta ser por culpa de el que consumir producto de el ganadería . pues no_. no_el no_deterioro de el ecosistema venir principalmente de el agricultura . eres inculto y encima insulta . tú ser culpable de él que acusar y responsable del deterioro de el salud de el que él hacer vegano por tu culpa . asumir tu responsabilidad e indemniza a el vegano que enfermen . ser mucho fácil dar opinión gratuito . estar fomentar el mentira y el enfermedad . yo tener 60 año , no_como no_casi no_vegetal no_, no_sólo producto animal y tener uno salud de hierro . pero no_hacer no_apología no_del carnivorismo . cada cuál que ser libre de comer él que querer . dejar a el gente tranquilo y sobre todo no_insultar no_a no_nadie . mucho vegano tú encaramais en vuestro atalaya de superioridad moral y mirais  a el que no_pensar no_como no_vosotro como apestado . si estar tanto seguro de él que propones , ir a uno notario . yo hacer el prueba , análisis y medición exhaustivo y posteriormente yo hacer vegetariano bajo tu dirección . si empeoran el parámetro yo indemnizas . si mejorar tú pago yo a tí .apuesto él que querer . no_tener no_huevo",neg,neu
UgyGsfouXjYvG9qc9qx4AaABAg,youtube,ayuno,RzGKLefEmnM,,https://www.youtube.com/watch?v=RzGKLefEmnM,"practico el ayuno intermitente de 24 hora . de por vida . mi cuerpo él sentir de maravilla y no_sentir no_hambre no_. empezar con ayuno de 16 hora ir aumentar a 18 , luego 20 hasta llegar a 24 hora . uno preparación de 3 año . tener 52 año . ¿ como yo sentir ? lleno de energía . ¿ como es mi dia ? yo levantar a el 5:00 am . ser costurera necesitar mucho concentración . hacer todo el dia ejercicio de pesa en casa , estudio guitarra y pensar inscribir yo en el universidad . ¿ como haber mejorar mi cuerpo ? ausencia de ataque de asma heredado por mi padre , mi colesterol regular causado por uno patologia genetico heredado por mi madre ( mi higado producir mucho colesterol ) en primavera teniar alergias ; desaparecer . peso 65 kilo por uno 1.68mt . como cuando tenia 18 año . descanso bien en el noche , estado de animo optimo , energica persistente , despu de uno dia lleno , que terminar a el 10:00 pm . mi alimentación : equilibrado , proteína , vegetal , grasa buena y carbohidrato complejo sano . el conocimiento de el beneficio del ayuno de 24h , el preparacion . traer optimos resultado . dios yo creer para auto-regenerarno . amen .",neg,neu
UgxIfomm_iN1Ws31QuN4AaABAg,youtube,vegana,0Kad-FApGTs,,https://www.youtube.com/watch?v=0Kad-FApGTs,"el academia americano haber perder todo su prestigio , si citar él que decir el suiza o el alemán , incluso el británica , ver que desaconsejar tajantemente el dieta vegana . además , no_él no_suponer no_que uno nutricionista deber saber cómo funcionar el organismo ? ? deber saber que el cuerpo necesitar grasa animal para sintetizar hormona tanto importante como el estrógeno y el testosterona , saber que el organismo no_poder no_sintetizar no_este hormona a través de grasa vegetal , y ser por él que en etapa como el menopausia y el andropausia , el vegano necesitar incluso más suplementación , e incluso medicamento para paliar el consecuencia de ese tipo de dieta . por otro lado , yo creer que mucho vegano que él convertir al vegsnismo , él hacer por el bien de el animal , él cual yo parecer uno causa noble , pero lamentablemente el cuerpo humano funcionar como funciona , y no_estar no_preparado no_para uno dieta vegán . además , creer que el foco deber poner él , en que el animal vivar él mejor posible , pastar , suelto , el tiempo que estar vivo , y no_asinado no_comer no_pensar y sufrir hasta su ultimo día .",neg,neu
Ugx2vxaxXsMFwXyOxmF4AaABAg,youtube,ayuno,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,"hola doctor . mucho gracia por todo el información tanto crucial que yo brindas . ser mi top doctor para aprender del cuerpo y su sistema . también él explicar de uno manera serio pero funny a el mismo vez . querer hacer tú dos pregunta si ser posible . tener uno amiga que vender el paquetito de ketona para que él gente adelgacir . este funcionar ? o depender de casa persona ? ser saludable ? él preguntar porque pensar qué haber proceso natural en el cuerpo que si él comienzas a forzar tu cuerpo luego dejar de hacer por si solo . o estar equivocado ? segundo pregunta . mi periodo de ayuno a diario ser más o menos de 15 hora . yo gustar extender él a 1~2 día a ver cómo yo sentir y de ahí ver si poder seguir . yo ser ciclista y tomo electrolito cada vez que salgo a rodar . tener alguno recomendación referente a el electrolito . o sea , cuantar cantidad de sodio , potasio , magnesio ser necesario para consumir él mientras hacer el ayudo de 1-2 día . mucho de este suplemento tener substituto de azúcar . cual substituto ser preferible ? gracias otra vez …",pos,neu
Ugx3lz8_0yKkSIDeJ1F4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,dr. buena noche hoy ser 30 de agosto de 2024 ser martha i. rodríguez b. de sogamoso boyaca.para comentar que tener desarrollado el glándula tiroides para engordar desde el 36 año actualmente tener 63 año bueno él contar uno poco de mi historia .tuve dos hijo con cesárea por tener cuello uterino torcido uno aborto y perder mucho sangre al cabo del tiempo planificar con el te de cobre luego de uno dos año tener mucho sangrado y abundante ser uno mestruación largo y tedioso mi ginecólogo retirar ese diu y el sangrado paro casi de inmediato y llegar el menopausia precoz a el 35 año y en el siguiente mes empezar a subir de peso y yo decir ser hipotiroidismo empezar con uno ingesta de 150 grs . de levotiroxina y en este año transcurrido tomo levotiroxina de 88 grs . pregunto cómo debo hacer mi ayuno él agradeceré intensamente si me puede ayudar quiero bajar de peso . actualmente peso 80 kilo y tener estatura de 1.50 centímetro y 63 año gracias dr. si yo poder ayudar dio le bendigar hoy mañana y siempre,pos,neu
UgxKslfpX4YC20l8dgN4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"en el cristianismo , pentecostal carismático , hacer ayuno programado . en mi treinta año de llevar este estilo de vida haber notar que efectivamente ayudar a lograr uno conexión más fácil con el parte espiritual . y si , el mayoría de el cristiano no_revelar no_en no_su apariencia su verdadero edad . él ver mucho joven . súmale a este que también él practicar el perdón a el demá y así mismo , él practicar el confianza en dios , él que disminuir el estrés cuando yo lanzar a reto , él prácticar el meditación . él vigilir el pensamiento , para evitar en uno porcentaje bastante alto pensamiento de temor , de angustia , el tendencia a quejar él . entonces no_poder no_decir no_que ser sólo el ayuno él que dar este resultado . ver en el red a mi compañero de colegio y mucho poco haber poder conservar él con salud y ver él saludable . ver mi amigo de el iglesia de año y él ver tanto bien ! cómo que el tiempo no_él no_pasar no_, por él menos no_de no_manera no_tanto notorio",neu,neg
UgwUFbqnMn5OXnw7cih4AaABAg,youtube,ayuno,XAY6p2iJ9Hw,,https://www.youtube.com/watch?v=XAY6p2iJ9Hw,"para el doctor william arias , “ quizás el muerte de angus barbieri yo servir para entender por qué científico , médico , deportista que ser fanático del ayuno intermitente hoy él empezar a abandonar o recomendar hacer él con mucho cuidado ” . el ayuno ser uno herramienta “ increíble ” para mejorar a salud y a el vez uno arma de doble filo , que yo poder volver más vulnerable y más delicado . en medicina asegurar él que suceder con angus él llamar “ volver él frágil ” . “ perder musculo ser perder vida en definitiva morir a el 50 año este señor . por que no_él no_contás no_en el reel el ayuno intermitente no_decir no_que no_ser malo pero este ser uno exageración para cualquiera no_morir no_de no_inanición por él solo hecho de tener obesidad morbido , si haber ser mujer andar a saber cuántos problema haber tener . ya que ayunar por mucho tiempo poder dejar tú infertil , cuidado con él que salir en youtube bajar de peso rápido no_ser no_sano no_.",neu,neg
UgwcgWJ-ALtIvRR5rSJ4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"yo iniciar debido a malestar en el intestino , decidi escuchar mi cuerpo y no_sentia no_gana no_de comer debido al malestar , yo dar cuenta que solo comiar 1 vez al dia y yo estar sentir mejor cada vez , y despues de varios dia , empece a notar mucho mejoria , y optir por seguir comer 1 vez al dia , y despues de 2 mes haber bajar 10kilos como efecto por el ayuno , el alimentacion él haber ir acomodondo acorde a mi necesidad nutricional , y tambien el liquido necesario para estar bien , tambien yo hacer examen de sangre azucar y lipido , mi higado graso disminuyo bastante , y desde el 2021 teniar nivel de prediabet que no_podia no_disminuir no_, y luego de este , el nivel de azucar tambien haber disminuir , y ahora estar con uno nutricionista para poder tener uno guia necesario , asi como medico , al momento de llegar a mi comida , él disfrutar y yo mantener satisfecho por buen tiempo , y hasta haber poder mejorar mi dormir .",neg,neu
Ugx_ZUwVuIgzPob03Wd4AaABAg,youtube,sin_dieta,Bcgs1pnUh_4,,https://www.youtube.com/watch?v=Bcgs1pnUh_4,"yo cuando estar en sobrepeso , 10 a 15 kg de más , el omad yo funcionar , comer adlibitum comida real , parar cuando yo sentir bien saciadito e incluso uno poquitito más , cuando comer solo comida nutritivo como vegetal , fruta , proteína , carbo buen , grasa buena el saciedad él sentir de verdad ..... comer como a el 11 am y ya hasta el otro día volver a comer ... ser mágico ! ! ! . ummm pero no_todo no_ser no_bonito , no_yo no_sentir no_mal pero el verdad junto el grasa igual él ser músculo , creer que ser normal . de pronto ya cuando estar 4 kilo abajo de mi peso , el actividad común dónde implicar fuerza como acarrear agua , cargar uno garrafón de agua yo costar mucho trabajo ... así que parir el omad y ahora estar en 16-8 , yo haber poner a hacer fuerza y ya estar uno kilito arriba pero no_estar no_gordo no_, ya aguantar más el actividad común que implicar fuerza y en el sentido estético yo gustar como yo ver . gracias !",neg,neu
UgzdL2FNW0J5pTbbx5N4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"yo venir comer balanceado entre ensalada y comida de origen animal y poco carbohidrato ... personalmente pensar que el peor razón ser el de usted , porque cuando comer legumbr , harto arroz , harta papa estar mucho gordo y ahora comer más balanceado , él frío con aceite de coco y oliva y a veces con el mismo grasa ddl animal .. sentir que no_yo no_afectar no_.. bajar de peso y yo mantener en uno peso ..... ojo por 3 mes ..... ir por el cuarto mes ... cómo decir no_ser no_keto no_, menos este estudio antiguo ..... yo sentir bien y el lógica de el grasa saturado con el insulina engordarío . .. pero yo no_hablar no_con no_estudio , ni red ridículo . él el comento de mi propio experiencia ... ojo este doctor decir por lógica deber subir mi grasa corporal por el insulina estar terrible cerrado y resistente en mi cuerpo ..... bueno solamente él comentar .... yo solo trato de ser él más equilibrado posible   : :",neu,neg
UgzvXRCZ84zLFEkyAWt4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"el dieta keto , ser el comida ancestral y ser el mejor forma de alimentarno . yo no_tener no_hígado no_graso , tratar el avena como enseña este doctor albuja , y todo el vez yo causaó pico alto . ahora como , carne , huevo , pescado , queso , chicharrón y tocino.pocos vegetal y poco fruta y solo el de estacion como en el antigüedad . cocino solo con aceite de oliva , manteca de cerdo , mantequilla , aceite de coco . tener 68 año yo ver de 40 y yo sentir de 20 . vuelvo a dormir bien , ya no_yo no_sentir no_inflamado . para mi esposo y para mi yo funcionar formidablemente el dieta ancestral ( keto ) uno vez al mes como algun antojito veracruzano mx . y mi esposo como buen español , cocina alguno vez estilo mediterráneo . pero para yo el prioridad ser comer al estilo ancestral o ser él que ahora decir "" dieta keto "" de cualquiera modo yo admirar el buen espíritu de este doctor albuja . bendiciones   : :",neg,neu
Ugy6u1fqkBRiTwE_X2F4AaABAg,youtube,ayuno,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,"excelente información , estar hacer el ayuno el 5 dia , recomendado x mi nutricionista por uno tema de inflamacion , ansiedad . en este control q tener despues de otro dos en elq yo hablar del ayuno x 5 dia y q no_poder no_hacer él no_xq mi ansiedad ser mucho alto , sin embargo este vez yo propusar hacer él , estar en mi cuarto dia , no_haber no_sentir no_ni hambre ni ansiedad , pero si mucho debilidad , asi que ayer él comunicar a mi nutricionista y yo decir q hoy tomar caldo de hueso 300ml uno vez x dia ( yo él decir q tenia ) , estar tomar agua con limon y sal , q yo este gustar , jaja , infusión , agua tibio , y bueno en el tarde ya yo haber sentir con más energia , no_saber no_, no_si ser valer tomar el caldo hueso , bueno ya mañana termino . yo decir q para reingresar alimento serio progresivo , 1ra semana 1 x dia , 2da 2 xdia y a tercero ya ´ podia comer 3 vez al dia , yo gustariar saber su opinion , gracias ,",neu,neg
UgxWuzn1LiOrPuzWuRd4AaABAg,youtube,vegana,xL8Ct-PYrJw,,https://www.youtube.com/watch?v=xL8Ct-PYrJw,"estar empezar a sentir yo mucho insatisfecho con mi propio alimentación vegán , ser vegano desde hacer uno par de año , yo gustar el deporte y hacer ejercicio , pero no_aumento no_de no_masa muscular a consecuencia de uno malo alimentación , no_siempre no_estar no_consumir alimento de forma balanceado , a veces olvido consumir legumbr , cereal , dejar de consumir alguno vegetal como papa , brócoli , zanahorio , coliflor etc , consumo uno proteina en polvo que yo proporcionar 22 de proteina por cada porción , pero sentir que yo faltar ordenar más mi alimentación y ser más estricto y disciplinado , a veces por el poco tiempo que yo quedar por el trabajo y yo abrumar pensar que el ser vegano ser uno gran responsabilidad y que tener que estar pendiente de todo hasta que él dejar de lado . actualmente yo ver bien , ni mucho delgado ni mucho gordo , pero yo sentir más insatisfecho con mi ritmo de vida   : :",neg,neu
UgwieEiTDgD38az341l4AaABAg,youtube,ayuno,9etuKSzED2M,,https://www.youtube.com/watch?v=9etuKSzED2M,"otro riesgo de omad ser quedarte demasiado corto en caloría y que el cuerpo reaccionar para evitar morir de hambre bajar el conversion de hormona tiroideo t4 a t3 . este ser mi caso , empezar a hacer omad tras mes de ayuno 16/8 y keto , y en lugar seguir bajar peso yo estancar y empezar a recuperar sin causa aparente . ahora en el análisis ver que mi tsh y t4 ser normal ( incluso haber mejorar ) , pero mi t3 él haber desplomar al límite de él normal ( 77 ) . aceptar sugerencia para enderezar este . por ahora estar hacer pesa para ganar músculo y tomar selenio , l-tirosina , yodo , zinc , cobre , haber subir a 5-6 g de aceite de pescado al día , haber reducir mi ayuno a 12/12 , y haber pasar de keto a low carb introducir legumbr el día que hacer pesa y el siguiente . estar ganar músculo pero también más peso en general de el cuenta .",pos,neg
UgxSk0giAddk-17gict4AaABAg,youtube,sin_dieta,ejoJzwGTgFs,,https://www.youtube.com/watch?v=ejoJzwGTgFs,"deberiar verificar el información con base científico y no_creer él no_a no_cualquiera . particularmente de aquel que compartir consejo fitness ( que ser su objetivo ) y no_de no_salud no_. investiguen bien . ya haber ver varios consejo de él que estar mucho mal . y tener mucho base científico para dar mi opinión . si tener alguno problema metabolico ( háganse prueba de insulina en ayuna que el médico no_mandar no_si no_cuando no_el no_daño estar mucho avanzado . el de glicemia no_decir no_mucho no_como pensar . no_él no_confiar no_) obligatoriamente deber llevar uno alimentación bajo en carbohidrato . y en general todo debeer evitar en él posible el carbohidrato basado en trigo , arroz y maíz , porque ser causante de mucho problema en el población en general . él que pasar ser que yo enterar ya mucho tarde cuando el salud estar por el piso .",neu,neg
UgwURxP-FUZWr6u_spp4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"doctor ! ! yo cambiar mi vida hacer dos año . amo el resultado y quién ser hoy : :   el disciplina , el enfoque , mi salud mental , físico y espiritual estar al 100% como no_antes no_yo no_haber sentir . gracia por ser parte de mi proceso aunque usted no_él no_sepa no_, su libro del “ como ” cambiar mi forma de pensar . ser cartagenero , vivo en estados unidos y empezar mi carrera como enfermera next year . mi meta ser llegar a ser np y querer ayudar a ese mil de persona que sufrir por no_tener no_el no_educación sobre su salud primario . trabajar como phlebotomist en uno clínica de médico primario y él que ver ser horrible ! el paciente no_recibir no_educacion no_sobre su salud . ( usted saber cómo funcionar el healthcare system in the us ) en fin muchísimo gracia por impactar mi vida ! ! ! ! ! mi esposo y yo él escuchar muchísimo : :   : :   : :",neu,neg
Ugx5jkEMy8GW_oQJipp4AaABAg,youtube,ayuno,VV23ecSLb2g,,https://www.youtube.com/watch?v=VV23ecSLb2g,"yo al ser vegán y consumir legumbr a diario no_poder no_hacer no_dieta keto , pero al practicar ayuno intermitente 16/8 , entrenar en ayuna aeróbico combinado con fuerza uno hora diario , eliminar el azúcar , el harina refinado , el alcohol adema de tomar mucho verdura y legumbr salteada en aceite de oliva virgen extra , fruto seco , semilla , aguacate en día alterno , suplemento de proteína en polvo de origen vegetal , fruta de bajo índice glucémico y cereal enfriado para generar almidón resistente haber conseguir a él largo de el último 5 año no_acumular no_grasa no_abdominal y no_engordar no_( no_haber no_necesitar no_perder peso porque no_tener no_sobrepeso no_cuando inicié este cambio en mi vida ) , perder sensación de hambre y el ansiedad de comer dulce . considerar que haber alcanzar uno gran equilibrio en mi vida . : :",neg,neu
UgyYX0e7o7n9w47iIUd4AaABAg,youtube,sin_dieta,3OCFVAFeYlM,,https://www.youtube.com/watch?v=3OCFVAFeYlM,"bueno para el novato tal vez , pero para el intermedio y avanzado en el entrenamiento con pesa no_tener no_sentido no_hacer él que decir , ya que si él que buscar ser entrenar al fallo y tener uno buen rendimiento , ser necesario tener buena reserva de glucogeno en el fibra muscular ( osea comer uno fuente de carbohidrato de calidad para el micronutrient y el ig ) , y poder llevar uno buen progresion en el sobre carga progresivo del peso que usar , que ser él que realmente buscar si querer ganar masa muscular de manera sostenido en el tiempo , ya si él enfocar en etapa de perdida de grasa o etapa de ganancia muscular dependerar enteramente de tu dieta y habito nutricional , personalmente yo parecer mas inteligente estar bien alimentado y tener uno mejor rendimiento , aplicar a cualquiera deporte .",neg,pos
UgxlKHqfccNB1Kvyd4p4AaABAg,youtube,ayuno,XAY6p2iJ9Hw,,https://www.youtube.com/watch?v=XAY6p2iJ9Hw,"obvio y desafortunadamente ser dificil hoy dia hacer él que hacer con exito angus berbieri . en primero lugar tener uno estilo de vida diferente en el cual ser motivado ser uno rareza , determinacion ser casi desconocido a menos que ver alguno ganancia palpable . hoy tener el famoso cirugia de acortar el estomado algo que yo ahorrar el moelestia de sacrificar yo y esmerar yo por tomar decición saludable y llevar uno alimentacion apropiado para mejorar nuestro salud . ademas dudar que medico o nutricionista poder recomendar uno ayuno tanto extremo por miedo a ser demandar por si uno él marear uno poco ..... aun asi ser uno ejemplo excelente de perseverancia y pasion por querer sanar él y llevar uno vida saludble . como siempre,,,,,dr . negrete te agradesemos por traernos temas tanto importante .",neu,neg
UgwwD-4SBzFwhwFcj0V4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"ahora sí yo decepcionastar doctor , decir que si comes grasa entonces aumentar el grasa y ese ser falso , estar seguro que tú saber que ser falso , has explicar cómo funcionar el digestión y saber que el grasa que comer él digerir y dejar de ser grasa y él convertir en glucógeno , energía , cuerpo cetonico para convertir él en hormona , ese él saber y no_él no_decir no_para manipular el aceptación de tús preferencia personal , el doctor carlos jaramillo no_ser no_fan no_de el dieta keto , pero el ser coherente y no_tratar no_de no_incluir con mentira , ser grave él que decir , el grasa y el colesterol que él comar él convertir en energía y hormona , decir que si como mantequilla yo aumentar el grasa corporal ser mentira , y decir mentira solamente tú perjudicar a tú , tú quitar credibilidad , reflexionar",neg,neu
